"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Parent PID"
"3:15:25.8031710 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:25.8031989 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:25.8056220 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\Windows\System32\spool\drivers\x64\TPPS.INI","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Opened","628"
"3:15:25.8056832 PM","spoolsv.exe","2940","IRP_MJ_QUERY_EA","C:\Windows\System32\spool\drivers\x64\TPPS.INI","SUCCESS","","628"
"3:15:25.8060135 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:25.8060760 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:25.8066585 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\spoolsv.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\spoolsv.exe","628"
"3:15:25.8069337 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\spoolsv.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\spoolsv.exe","628"
"3:15:25.8255421 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:25.8255819 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:25.8256681 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:25.8256867 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:25.8275401 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\Windows\System32\spool\drivers\x64\PSCRIPT.NTF","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Opened","628"
"3:15:25.8275991 PM","spoolsv.exe","2940","IRP_MJ_QUERY_EA","C:\Windows\System32\spool\drivers\x64\PSCRIPT.NTF","SUCCESS","","628"
"3:15:25.8279449 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\spoolsv.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\spoolsv.exe","628"
"3:15:25.8280482 PM","MsMpEng.exe","3976","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\spool\drivers\x64\PSCRIPT.NTF","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: ","628"
"3:15:25.8280634 PM","MsMpEng.exe","3976","FASTIO_QUERY_INFORMATION","C:\Windows\System32\spool\drivers\x64\PSCRIPT.NTF","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 1,064,960, EndOfFile: 1,062,732, NumberOfLinks: 1, DeletePending: False, Directory: False","628"
"3:15:25.8308943 PM","MsMpEng.exe","3976","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\spool\drivers\x64\PSCRIPT.NTF","SUCCESS","","628"
"3:15:25.8310464 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\spoolsv.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\spoolsv.exe","628"
"3:15:25.8324280 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:25.8324528 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:25.8325211 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:25.8325378 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:25.8338115 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\Windows\System32\spool\drivers\x64\PS_SCHM.GDL","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Opened","628"
"3:15:25.8338739 PM","spoolsv.exe","2940","IRP_MJ_QUERY_EA","C:\Windows\System32\spool\drivers\x64\PS_SCHM.GDL","SUCCESS","","628"
"3:15:25.8342720 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\spoolsv.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\spoolsv.exe","628"
"3:15:25.8343715 PM","MsMpEng.exe","3976","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\spool\drivers\x64\PS_SCHM.GDL","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: ","628"
"3:15:25.8343871 PM","MsMpEng.exe","3976","FASTIO_QUERY_INFORMATION","C:\Windows\System32\spool\drivers\x64\PS_SCHM.GDL","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 8,192, EndOfFile: 5,561, NumberOfLinks: 1, DeletePending: False, Directory: False","628"
"3:15:25.8344021 PM","MsMpEng.exe","3976","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\spool\drivers\x64\PS_SCHM.GDL","SUCCESS","","628"
"3:15:25.8345127 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\spoolsv.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\spoolsv.exe","628"
"3:15:25.8352225 PM","spoolsv.exe","2940","FASTIO_ACQUIRE_FOR_CC_FLUSH","C:\$LogFile","SUCCESS","","628"
"3:15:25.8352392 PM","spoolsv.exe","2940","IRP_MJ_WRITE","C:\$LogFile","SUCCESS","Offset: 20,668,416, Length: 40,960, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal","628"
"3:15:25.8390716 PM","spoolsv.exe","2940","FASTIO_RELEASE_FOR_CC_FLUSH","C:\$LogFile","SUCCESS","","628"
"3:15:25.8430497 PM","svchost.exe","504","TCP TCPCopy","DESKTOP-EL9348N.localdomain:50458 -> ec2-18-139-0-64.ap-southeast-1.compute.amazonaws.com:http","SUCCESS","Length: 305, seqnum: 0, connid: 0","628"
"3:15:25.8430660 PM","svchost.exe","504","TCP Receive","DESKTOP-EL9348N.localdomain:50458 -> ec2-18-139-0-64.ap-southeast-1.compute.amazonaws.com:http","SUCCESS","Length: 305, seqnum: 0, connid: 0","628"
"3:15:25.8445649 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\WINDOWS\system32\spool\DRIVERS\x64\en-US\PSCRIPT5.DLL.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM","628"
"3:15:25.8446706 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\WINDOWS\system32\spool\DRIVERS\x64\en\PSCRIPT5.DLL.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM","628"
"3:15:25.8457648 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\WINDOWS\system32\spool\DRIVERS\x64\en-US\PSCRIPT5.DLL.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM","628"
"3:15:25.8458542 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\WINDOWS\system32\spool\DRIVERS\x64\en\PSCRIPT5.DLL.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM","628"
"3:15:25.8507547 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\WINDOWS\system32\spool\DRIVERS\x64\en-US\PS5UI.DLL.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM","628"
"3:15:25.8510066 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\WINDOWS\system32\spool\DRIVERS\x64\en\PS5UI.DLL.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM","628"
"3:15:25.8562701 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\WINDOWS\system32\spool\DRIVERS\x64\en-US\PS5UI.DLL.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM","628"
"3:15:25.8564692 PM","spoolsv.exe","2940","IRP_MJ_CREATE","C:\WINDOWS\system32\spool\DRIVERS\x64\en\PS5UI.DLL.mui","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM","628"
"3:15:25.8592024 PM","Explorer.EXE","3676","FASTIO_NETWORK_QUERY_OPEN","C:\Temp\Firewall.cpl","FAST IO DISALLOWED","","3612"
"3:15:25.8593530 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp\Firewall.cpl","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8594053 PM","Explorer.EXE","3676","FASTIO_QUERY_INFORMATION","C:\Temp\Firewall.cpl","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 1/21/2019 1:18:45 PM, LastAccessTime: 1/21/2019 4:47:19 PM, LastWriteTime: 4/12/2018 7:34:25 AM, ChangeTime: 1/21/2019 1:09:44 PM, FileAttributes: A","3612"
"3:15:25.8594327 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp\Firewall.cpl","SUCCESS","","3612"
"3:15:25.8594674 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp\Firewall.cpl","SUCCESS","","3612"
"3:15:25.8595099 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8595632 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp","SUCCESS","Type: QueryDirectory, Filter: Temp, 2: Temp","3612"
"3:15:25.8596092 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\","SUCCESS","","3612"
"3:15:25.8596391 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\","SUCCESS","","3612"
"3:15:25.8597962 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8598473 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp\Firewall.cpl","SUCCESS","Type: QueryDirectory, Filter: Firewall.cpl, 2: Firewall.cpl","3612"
"3:15:25.8598878 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp","SUCCESS","","3612"
"3:15:25.8599172 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp","SUCCESS","","3612"
"3:15:25.8602677 PM","Explorer.EXE","3676","FASTIO_NETWORK_QUERY_OPEN","C:\Temp\Firewall.cpl","FAST IO DISALLOWED","","3612"
"3:15:25.8603967 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp\Firewall.cpl","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8604341 PM","Explorer.EXE","3676","FASTIO_QUERY_INFORMATION","C:\Temp\Firewall.cpl","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 1/21/2019 1:18:45 PM, LastAccessTime: 1/21/2019 4:47:19 PM, LastWriteTime: 4/12/2018 7:34:25 AM, ChangeTime: 1/21/2019 1:09:44 PM, FileAttributes: A","3612"
"3:15:25.8604583 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp\Firewall.cpl","SUCCESS","","3612"
"3:15:25.8604882 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp\Firewall.cpl","SUCCESS","","3612"
"3:15:25.8605246 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8605680 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp","SUCCESS","Type: QueryDirectory, Filter: Temp, 2: Temp","3612"
"3:15:25.8606045 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\","SUCCESS","","3612"
"3:15:25.8606316 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\","SUCCESS","","3612"
"3:15:25.8607878 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8608335 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp\Firewall.cpl","SUCCESS","Type: QueryDirectory, Filter: Firewall.cpl, 2: Firewall.cpl","3612"
"3:15:25.8608753 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp","SUCCESS","","3612"
"3:15:25.8609038 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp","SUCCESS","","3612"
"3:15:25.8612091 PM","Explorer.EXE","3676","FASTIO_NETWORK_QUERY_OPEN","C:\Temp\Firewall.cpl","FAST IO DISALLOWED","","3612"
"3:15:25.8613380 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp\Firewall.cpl","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8613745 PM","Explorer.EXE","3676","FASTIO_QUERY_INFORMATION","C:\Temp\Firewall.cpl","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 1/21/2019 1:18:45 PM, LastAccessTime: 1/21/2019 4:47:19 PM, LastWriteTime: 4/12/2018 7:34:25 AM, ChangeTime: 1/21/2019 1:09:44 PM, FileAttributes: A","3612"
"3:15:25.8614041 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp\Firewall.cpl","SUCCESS","","3612"
"3:15:25.8614363 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp\Firewall.cpl","SUCCESS","","3612"
"3:15:25.8614729 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8615174 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp","SUCCESS","Type: QueryDirectory, Filter: Temp, 2: Temp","3612"
"3:15:25.8615538 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\","SUCCESS","","3612"
"3:15:25.8615811 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\","SUCCESS","","3612"
"3:15:25.8617225 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8617952 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp\Firewall.cpl","SUCCESS","Type: QueryDirectory, Filter: Firewall.cpl, 2: Firewall.cpl","3612"
"3:15:25.8618319 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp","SUCCESS","","3612"
"3:15:25.8618594 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp","SUCCESS","","3612"
"3:15:25.8623281 PM","Explorer.EXE","3676","FASTIO_NETWORK_QUERY_OPEN","C:\Temp\wls12130","FAST IO DISALLOWED","","3612"
"3:15:25.8624875 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp\wls12130","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8625348 PM","Explorer.EXE","3676","FASTIO_QUERY_INFORMATION","C:\Temp\wls12130","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 4/26/2019 1:20:26 PM, LastAccessTime: 9/12/2019 3:05:08 PM, LastWriteTime: 4/26/2019 1:39:42 PM, ChangeTime: 4/26/2019 1:39:42 PM, FileAttributes: D","3612"
"3:15:25.8625599 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp\wls12130","SUCCESS","","3612"
"3:15:25.8625894 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp\wls12130","SUCCESS","","3612"
"3:15:25.8626271 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8626989 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp","SUCCESS","Type: QueryDirectory, Filter: Temp, 2: Temp","3612"
"3:15:25.8627409 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\","SUCCESS","","3612"
"3:15:25.8627698 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\","SUCCESS","","3612"
"3:15:25.8629934 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8630416 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp\wls12130","SUCCESS","Type: QueryDirectory, Filter: wls12130, 2: wls12130","3612"
"3:15:25.8630799 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp","SUCCESS","","3612"
"3:15:25.8631078 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp","SUCCESS","","3612"
"3:15:25.8634581 PM","Explorer.EXE","3676","FASTIO_NETWORK_QUERY_OPEN","C:\Temp\wls12130","FAST IO DISALLOWED","","3612"
"3:15:25.8636054 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp\wls12130","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8636460 PM","Explorer.EXE","3676","FASTIO_QUERY_INFORMATION","C:\Temp\wls12130","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 4/26/2019 1:20:26 PM, LastAccessTime: 9/12/2019 3:05:08 PM, LastWriteTime: 4/26/2019 1:39:42 PM, ChangeTime: 4/26/2019 1:39:42 PM, FileAttributes: D","3612"
"3:15:25.8636954 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp\wls12130","SUCCESS","","3612"
"3:15:25.8652765 PM","Explorer.EXE","3676","FASTIO_NETWORK_QUERY_OPEN","C:\Temp\vcf-bin.zip","FAST IO DISALLOWED","","3612"
"3:15:25.8663377 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp\vcf-bin.zip","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8664096 PM","Explorer.EXE","3676","FASTIO_QUERY_INFORMATION","C:\Temp\vcf-bin.zip","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 1/21/2019 3:30:25 PM, LastAccessTime: 1/21/2019 3:31:05 PM, LastWriteTime: 1/21/2019 3:29:48 PM, ChangeTime: 1/21/2019 3:30:12 PM, FileAttributes: A","3612"
"3:15:25.8664300 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp\vcf-bin.zip","SUCCESS","","3612"
"3:15:25.8664583 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp\vcf-bin.zip","SUCCESS","","3612"
"3:15:25.8665183 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8666007 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp","SUCCESS","Type: QueryDirectory, Filter: Temp, 2: Temp","3612"
"3:15:25.8666756 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\","SUCCESS","","3612"
"3:15:25.8667141 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\","SUCCESS","","3612"
"3:15:25.8670399 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8671197 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp\vcf-bin.zip","SUCCESS","Type: QueryDirectory, Filter: vcf-bin.zip, 2: vcf-bin.zip","3612"
"3:15:25.8671833 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp","SUCCESS","","3612"
"3:15:25.8672231 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp","SUCCESS","","3612"
"3:15:25.8677319 PM","Explorer.EXE","3676","FASTIO_NETWORK_QUERY_OPEN","C:\Temp\vcf-bin.zip","FAST IO DISALLOWED","","3612"
"3:15:25.8678975 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp\vcf-bin.zip","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8679618 PM","Explorer.EXE","3676","FASTIO_QUERY_INFORMATION","C:\Temp\vcf-bin.zip","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 1/21/2019 3:30:25 PM, LastAccessTime: 1/21/2019 3:31:05 PM, LastWriteTime: 1/21/2019 3:29:48 PM, ChangeTime: 1/21/2019 3:30:12 PM, FileAttributes: A","3612"
"3:15:25.8679939 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp\vcf-bin.zip","SUCCESS","","3612"
"3:15:25.8680673 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp\vcf-bin.zip","SUCCESS","","3612"
"3:15:25.8681503 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8682093 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp","SUCCESS","Type: QueryDirectory, Filter: Temp, 2: Temp","3612"
"3:15:25.8682556 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\","SUCCESS","","3612"
"3:15:25.8682844 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\","SUCCESS","","3612"
"3:15:25.8684405 PM","Explorer.EXE","3676","IRP_MJ_CREATE","C:\Temp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","3612"
"3:15:25.8684946 PM","Explorer.EXE","3676","IRP_MJ_DIRECTORY_CONTROL","C:\Temp\vcf-bin.zip","SUCCESS","Type: QueryDirectory, Filter: vcf-bin.zip, 2: vcf-bin.zip","3612"
"3:15:25.8685327 PM","Explorer.EXE","3676","IRP_MJ_CLEANUP","C:\Temp","SUCCESS","","3612"
"3:15:25.8685600 PM","Explorer.EXE","3676","IRP_MJ_CLOSE","C:\Temp","SUCCESS","","3612"
"3:15:25.8689144 PM","Explorer.EXE","3676","FASTIO_NETWORK_QUERY_OPEN","C:\Temp\vcf-bin.zip","FAST IO DISALLOWED","","3612"
